id,query,llm_answer,reference_answer,rouge_l_f1,semantic_similarity
11,How does Infosys describe its AI strategy and its transition from AI experimentation to enterprise-scale AI adoption?,"Infosys describes its AI strategy through a two-pronged approach aimed at capturing new demand for AI-first services and augmenting existing services with AI. The strategy encompasses six value pools:

1. **AI Strategy & Engineering**: Designing and implementing AI strategies tailored to business needs, establishing a unified enterprise-wide AI operating model.
2. **Data for AI**: Preparing enterprise data for AI model readiness, transforming raw data into a strategic asset for advanced analytics and decision-making.
3. **Process AI**: Integrating AI agents with human expertise to redesign business processes and improve efficiency and outcomes across functions.
4. **Agentic Legacy Modernization**: Leveraging AI to modernize existing systems without disruption and reducing technical debt.
5. **Physical AI**: Designing intelligent products and embedding AI into devices for real-time action and operational improvements.
6. **AI Trust**: Ensuring responsible, secure, and ethical AI practices across the lifecycle of AI systems.

By harnessing these strategies through its AI-first value framework and leveraging its services suite, Infosys aims to facilitate enterprises in moving beyond AI experimentation to achieve practical, responsible deployment and measurable business outcomes at scale.","Infosys describes its AI strategy as an AI-first approach focused on moving enterprises from pilots and possibilities to measurable business outcomes at scale. It says AI must become the “operating substrate” of the enterprise, shaping decisions, workflows, customer trust, and regulatory confidence.

Its strategy centers on the Infosys AI First Value Framework, powered by Infosys Topaz, its generative and agentic AI suite, and Infosys Topaz Fabric, its agentic services suite. Infosys says enterprise-scale AI adoption requires trusted data, reimagined core processes, domain-aware agents working with people, AI-led modernization of legacy systems, edge intelligence and digital twins, and responsible, secure, ethical AI aligned with regulation.

Infosys says it is collaborating with 90% of its top 200 clients on AI journeys, has more than 4,600 AI projects underway, and has developed over 30 new service offerings across six value pools. It positions its role as helping enterprises unlock AI value measurably, responsibly, and at scale, rather than merely deploying technology.",0.2376811594202899,0.8549184203147888
12,"What enterprise AI traction has Infosys reported across top clients, AI projects, and new service offerings?",Infosys is collaborating with 90 percent of its top 200 clients on their AI journeys and has more than 4600 AI projects underway. The company has developed over 30 new service offerings across six value pools.,"Infosys delivered measurable AI-led outcomes across these clients:

- Liberty Global: supported more than 1,000 platform deliveries, enabled AI solutions for around 8 million TV customers, improved self-service and customer care, reduced outages by 50% year on year, and reduced impacted customers by 60%.
- Hertz: analyzed nearly three million lines of legacy COBOL code, accelerated modernization timelines by 60%, reduced technical debt and hosting costs, improved platform agility, scalability, and resilience, and created a scalable foundation for further modernization and automation.
- Microsoft: improved critical incident response times by 33%, reduced engagement time from 15 minutes to under 10 minutes, cut root cause analysis turnaround by 40% from five days to one day, improved workload resiliency through proactive AI insights, and achieved top-box ratings for over 90% of critical cases.
- Mondelēz International: implemented enterprise-wide traceability at scale, connecting more than 50 suppliers, capturing over 0.5 million events per day, integrating more than 220 plants and distribution centers, mapping more than 150 raw-to-finished-goods processes, accelerating FSMA compliance reporting, and strengthening food safety readiness, compliance reliability, and customer trust.",0.07239819004524886,0.558708667755127
13,"What are the six capitals used by Infosys in its Integrated Annual Report, and why are they important?",I could not find this information in the provided documents.,"Infosys uses six capitals: Financial Capital, Natural Capital, Human Capital, Manufactured Capital, Intellectual Capital, and Social and Relationship Capital.

They are important because they provide a holistic view of how Infosys creates and preserves short-, medium-, and long-term value. They are inter-dependent and mutually beneficial, creating synergy across the organization, while Infosys’ strategy, ESG vision, and ambitions channel inputs through these capitals into impactful outputs and outcomes for stakeholders.",0.02469135802469136,0.006482711061835289
14,"What are the biggest AI-related risks identified by Infosys, and how does the company plan to mitigate them?","The biggest AI-related risks identified by Infosys include:

1. **Failure to transform existing services using AI or scale new AI-first offerings**: This could affect win rates, market share, revenue, and profits. The impacted capitals are Financial and Intellectual.

   **Mitigation Plans**:
   - Differentiation of services through innovation and industry solutions leveraging AI.
   - Continued investment to identify, incubate, develop, and launch AI-first offerings.
   - Proactive measures to identify and mitigate operational issues.
   - Development of an AI talent transformation strategy and deep AI engineering expertise.

2. **Artificial intelligence risks that lead to financial losses or reputational damage**: 77% of organizations reported financial loss, and 53% have suffered reputational impact from AI-related incidents.

   **Mitigation Plans**:
   - Establishing improved AI explainability.
   - Proactive evaluation and mitigation against bias.
   - Rigorous testing and validation of AI initiatives.
   - Creation of a clear incident response plan.","Infosys identifies the biggest AI-related risk as failure to transform existing services using AI and/or scale new AI-first service offerings to meet evolving customer needs. This could reduce win rates, market share, revenue, and profits.

Infosys plans to mitigate this by:
- Differentiating services through constant innovation and AI-led industry solutions.
- Continuing investments to identify, incubate, develop, and launch innovative AI-first offerings.
- Implementing proactive measures to identify and mitigate operational issues.
- Implementing an AI talent transformation strategy to build an ambidextrous organization.
- Building deep AI engineering expertise.",0.5526315789473684,0.8112223148345947
15,How could Global Capability Centers (GCCs) affect Infosys' future growth and profitability?,"Global Capability Centers (GCCs) could affect Infosys' future growth and profitability by reducing its addressable market share as customers may insource services or establish or expand their own GCCs, which could lead to decreased demand for Infosys' offerings. This shift could impact both growth and overall profitability for the company.","GCCs could reduce Infosys’ future addressable market share if customers insource work or establish or expand their own Global Capability Centers for services Infosys provides. This could negatively affect Infosys’ overall growth and profitability. Infosys sees mitigation and opportunity through collaboration, co-creation, scaling a GCC practice for models such as assisted GCC build, build-operate-transfer, and captive carveouts, and using an AI-first model to transform GCCs into innovation hubs.",0.3770491803278688,0.8354344367980957
16,What cybersecurity and data privacy risks does Infosys highlight in its annual report?,"Infosys highlights the following cybersecurity and data privacy risks in its annual report:

1. **Cybersecurity Risks**: 
   - Rapid evolution of cyber threats. 
   - Failure to adapt threat detection and prevention measures may result in attacks that breach information networks.
   - Inability to protect sensitive and confidential stakeholder information according to applicable laws and contractual obligations could adversely affect operations and client satisfaction, leading to significant regulatory penalties.

   **Mitigation Measures**:
   - Implementation of a robust cybersecurity strategy, framework, processes, policies, and controls.
   - Executive and Board oversight of cybersecurity measures.
   - Continued investment in cybersecurity technologies.
   - Collaboration with cyber-intelligence and forensic consultants.
   - Periodic tabletop exercises and maintenance of an up-to-date cybersecurity crisis plan.
   - Cybersecurity awareness training and strong encryption, along with data backup and recovery mechanisms.

2. **Data Protection and Privacy Risks**: 
   - Failure to protect personal and sensitive stakeholder information in accordance with applicable laws could adversely affect operations or result in significant regulatory penalties.

   **Mitigation Measures**:
   - Establishment of a robust data privacy framework, policies, processes, and controls.
   - Employee training on privacy by design and data protection, including awareness of geographical nuances.
   - Executive and Board oversight with continuous monitoring of the regulatory landscape.","Infosys highlights the risk that rapidly evolving cyber threats may outpace its threat detection and prevention measures, including new, modified, or evolving threats to its solutions and product offerings. Cyber attacks that breach its information network, or failure to protect stakeholders’ sensitive and confidential information in line with laws and contractual obligations, could adversely affect operations and client satisfaction and lead to significant regulatory penalties.

For data protection and privacy, Infosys highlights the risk that failure to protect stakeholders’ personal and sensitive information in accordance with applicable laws may affect operations or result in significant regulatory penalties.",0.4405594405594406,0.7527146339416504
17,What did Infosys report about client demand for AI advisory and AI transformation services?,I could not find this information in the provided documents.,"Infosys reported that clients increasingly recognize proactive AI, automation, and strategic technology advisory as value drivers. Clients expect forward-looking, business-led AI advisory to help evolve AI roadmaps, identify high-value use cases, and deliver scalable business outcomes, and Infosys is viewed positively in this context.",0.03508771929824561,-0.05870837718248367
18,What were the major financial highlights of Infosys for FY2026?,"For the year ending March 31, 2026, the major financial highlights of Infosys were:

- Revenues in constant currency terms grew by 3.1% year over year.
- Reported revenues were ₹178,650 crore, up 9.6% year over year.
- Reported IFRS operating margin was 20.3%; adjusted operating margin was 21.0%.
- Basic EPS was ₹71.58, up 11.0% year over year.
- Free cash flow was ₹33,097 crore; free cash flow conversion was 112.3% of net profit.","For FY2026, Infosys reported consolidated revenue from operations of ₹1,78,650 crore, up 9.6% YoY, and standalone revenue of ₹1,48,819 crore, up 9.0% YoY. Consolidated profit after tax was ₹29,474 crore, up 10.2%, while standalone profit after tax was ₹29,211 crore, up 14.2%. Consolidated basic EPS was ₹71.58, up 11.0%, and diluted EPS was ₹71.46, up 11.1%.

As of March 31, 2026, Infosys had consolidated total assets of ₹1,55,967 crore and total equity of ₹93,297 crore. Working capital stood at ₹40,794 crore on a standalone basis and ₹51,167 crore on a consolidated basis. Cash and investments were ₹28,662 crore standalone and ₹43,075 crore consolidated. The company remained debt-free.

Infosys completed a buyback of 10 crore equity shares at ₹1,800 per share, with a cash outflow of ₹18,000 crore excluding transaction costs. It paid an interim dividend of ₹23 per share and announced a final dividend of ₹25 per share, taking total FY2026 dividend to ₹48 per share. Including dividends and buyback, the payout ratio was 113.9%.",0.17843866171003717,0.7571521997451782
19,"What dividend did Infosys declare for FY2026, and what capital allocation approach does it follow?","Infosys declared an interim dividend of ₹23 per share for FY2026. The capital allocation approach follows a policy of returning approximately 85% of cumulative free cash flow over a five-year period through a combination of semi-annual dividends, share buybacks, and/or special dividends, subject to applicable laws and requisite approvals.","Infosys declared an interim dividend of ₹23 per equity share and announced a final dividend of ₹25 per share for FY2026, totaling ₹48 per share.

Its capital allocation policy is to return approximately 85% of free cash flow cumulatively over a five-year period through semi-annual dividends and/or share buybacks or special dividends, while progressively increasing annual dividend per share excluding any special dividend.",0.5932203389830509,0.9718383550643921
20,What are the four pillars of Infosys' long-term corporate strategy?,"Infosys adopted a four-pronged strategy to strengthen client relevance and drive value creation:

1. Scale Agile Digital
2. Energize the Core
3. Reskill our People
4. Expand Localization","The four pillars of Infosys' long-term corporate strategy are: Scale Agile Digital, Energize the Core, Reskill our People, and Expand Localization.",0.5098039215686274,0.71959388256073
21,How does Infosys define its AI-first strategy and Responsible AI framework?,"Infosys defines its AI-first strategy through a two-pronged approach: capturing new demand for AI-first services across six value pools and augmenting existing services with AI to expand wallet share. The six value pools include AI Strategy & Engineering, Data for AI, Process AI, Agentic Legacy Modernization, Physical AI, and AI Trust.

Regarding its Responsible AI framework, Infosys emphasizes the importance of embedding responsible, secure, and ethical AI practices across the entire lifecycle of AI systems and agents. This includes risk assessments, policy design, security testing, and governance to ensure that enterprises can scale AI confidently while meeting regulatory, ethical, and risk expectations.","Infosys defines its AI-first strategy as helping clients ideate, plan, and execute their journey to an AI future by building strong data foundations with robust cloud capabilities. It says it is reimagining itself as an AI-first organization and uses AI across digital transformation, enterprise AI adoption, automation, cloud, application development, and industry-specific solutions.

Its Responsible AI framework focuses on safeguards around privacy, ethics, and controls. Infosys says it is evangelizing Responsible AI practices within the Group and across the industry, and it has implemented an Artificial Intelligence Management System framework aligned with ISO 42001:2023 to support Responsible AI practices, regulatory adherence, efficiency, and accountability.",0.2735849056603774,0.8349727392196655
22,What consulting and digital transformation capabilities does Infosys consider its key strengths?,"Infosys considers its consulting and digital transformation capabilities as key strengths, which include:

- Defining enterprise AI value theses and strategic priorities.
- Designing human-AI operating models.
- Orchestrating execution across platforms and ecosystems.
- Supporting continuous value realization with trust, governance, and assurance.
- Using reusable domain assets and an AI-augmented workforce.
- Providing end-to-end consulting, implementation, and managed services for core modernization and AI-first operating models, particularly through its SAP and Oracle practices.
- Strengthening its insight and data analytics services through Infosys AI solutions and Infosys Topaz.
- Supporting AI-led enterprise transformation including enterprise application integration, digital supply chain solutions, and agentic process automation.
- Consultative engagement to redefine customer experience journeys and optimize operational excellence across various industries.","Infosys identifies its key strengths as end-to-end consulting and digital transformation capabilities, including enterprise AI solutions, digital platforms such as SAP, Oracle, and Salesforce, technology transformation, and workforce transformation. It also highlights strengths in cloud advisory and cloud adoption, data and analytics, AI and automation, product engineering, cybersecurity, human experience, digital design and experience, application development, quality engineering, infrastructure management, enterprise application implementation, support and integration services, and business process management.",0.25,0.843092143535614
23,What is Infosys' capital allocation policy beginning FY2025?,"Infosys' capital allocation policy beginning FY2025 states that the company expects to return approximately 85% of cumulative free cash flow over a five-year period through a combination of semi-annual dividends, share buybacks, and/or special dividends, subject to applicable laws and requisite approvals. Under this policy, Infosys also expects to progressively increase its annual dividend per share, excluding any special dividends.","Beginning FY2025, Infosys expects to return approximately 85% of free cash flow cumulatively over a five-year period through semi-annual dividends and/or share buybacks/special dividends, subject to applicable laws and required approvals. Under this policy, Infosys expects to progressively increase its annual dividend per share, excluding any special dividend.",0.8173913043478261,0.9384435415267944
24,What were the key details of Infosys' 2025 share buyback?,"The key details of Infosys' 2025 share buyback are as follows:

- **Buyback Offer:** Up to 10,00,00,000 (Ten Crore) fully paid-up equity shares.
- **Buyback Offer Price:** ₹1,800 per equity share.
- **Maximum Aggregate Consideration:** Up to ₹18,000 crore.
- **Record Date:** November 14, 2025.
- **Tendering Period:** Commenced on November 20, 2025, and closed on November 26, 2025.
- **Implementation Method:** Through the ""Tender Offer"" route as per SEBI regulations.
- **Response:** Total valid bids received were 82,56,24,353 shares, representing a 825.62% response rate.","Infosys’ 2025 share buyback was approved by the Board on September 11, 2025, under its capital allocation policy. It was a tender offer through Indian stock exchanges for up to ₹18,000 crore at a price not exceeding ₹1,800 per share, subject to shareholder approval.

Shareholders approved it by postal ballot e-voting, with results declared on November 4, 2025. The offer was open to all equity shareholders except ADS holders. The tendering period began on November 20, 2025, and was completed on November 26, 2025.

Infosys purchased and extinguished 100,000,000 equity shares, representing 2.41% of its pre-buyback paid-up equity share capital. The buyback resulted in a cash outflow of ₹18,000 crore, approximately $2,000 million, excluding transaction costs and buyback tax. It was funded from free reserves, including securities premium. As of March 31, 2026, Infosys created a Capital Redemption Reserve of ₹50 crore, approximately $6 million, equal to the nominal value of the shares bought back.",0.2450592885375494,0.8480250835418701
25,Where are Infosys equity shares and ADRs listed?,Infosys equity shares are traded in India on the BSE (Bombay Stock Exchange) and NSE (National Stock Exchange). Infosys ADRs are traded on the New York Stock Exchange (NYSE) under the ticker symbol “INFY.”,Infosys equity shares are traded in India on the BSE and NSE. Its ADSs/ADRs are listed on the New York Stock Exchange under the ticker symbol “INFY.”,0.806451612903226,0.9663493037223816
26,"How many employees did Infosys have at the end of FY2026, and what does the workforce composition look like?","At the end of FY2026, Infosys had 328,594 employees on a consolidated basis. The workforce composition was as follows:

- **Total permanent employees**: 328,594
  - **Male**: 198,969 (60.5%)
  - **Female**: 129,625 (39.5%)

Additionally, there were 23,501 other than permanent employees, with 18,849 males (80.2%) and 4,652 females (19.8%).","At the end of FY2026, Infosys had 3,52,095 total employees: 3,28,594 permanent employees and 23,501 other-than-permanent employees. The workforce was 61.9% male and 38.1% female, with 2,17,818 male employees and 1,34,277 female employees. Permanent employees were 60.5% male and 39.5% female, while other-than-permanent employees were 80.2% male and 19.8% female. Infosys also reported 1,075 differently-abled employees, comprising 803 male employees and 272 female employees.",0.38297872340425526,0.9307876825332642
27,What percentage of Infosys' revenue comes from exports?,"Approximately 97.1% of consolidated revenue for the year ended March 31, 2026, came from exports.",97.40% of Infosys’ total turnover comes from exports.,0.32,0.5692232251167297
28,What employee turnover trends has Infosys reported over the past three years?,"Infosys reported the following permanent employee turnover rates over the past three years:

- Fiscal 2024: 12.6%
- Fiscal 2025: 14.1%
- Fiscal 2026: 12.6%

The trends indicate an increase in turnover from fiscal 2024 to fiscal 2025, followed by a decrease in fiscal 2026 back to the same level as in fiscal 2024.","Infosys reported permanent employee turnover of 12.6% in fiscal 2026, down from 14.1% in fiscal 2025 and the same as 12.6% in fiscal 2024. Male turnover was 13.2% in fiscal 2026, 14.5% in fiscal 2025, and 12.6% in fiscal 2024. Female turnover was 11.6% in fiscal 2026, 13.6% in fiscal 2025, and 12.5% in fiscal 2024.",0.40336134453781514,0.9199027419090271
29,What grievance redressal and employee well-being mechanisms does Infosys provide?,"Infosys provides several grievance redressal and employee well-being mechanisms, including:

1. **Resolution Hubs**: An open-door policy allowing employees and contract staff to raise workplace concerns, including human rights issues. The resolution mechanism follows principles of natural justice, confidentiality, sensitivity, non-retaliation, and fairness, allowing all parties to present facts and evidence.

2. **HEAR Forum (Hearing Employees And Resolving)**: An independent grievance-resolution forum under Human Resources that handles unresolved workplace grievances, providing multiple layers of redressal including an appeal mechanism. Neutral panels conduct objective reviews and investigate concerns.

3. **Anti-Sexual Harassment Initiative (ASHI)**: An enterprise-wide framework that prevents, prohibits, and redresses sexual harassment concerns in the workplace, applying a gender-neutral and employee-centric approach.

4. **Behavior Matters Campaign**: Promotes positive workplace behavior that fosters respect, collaboration, productivity, employee well-being, and engagement.

5. **HALE Program (Health Assessment & Lifestyle Enrichment)**: A non-monetary employee benefit program focusing on physical, emotional, and social well-being, addressing various health and lifestyle needs.

6. **Wellness Initiatives**: Various occupational health initiatives cover mental and emotional health, ergonomics, safety, lifestyle diseases, and preventive care.

Overall, Infosys aims to create a safe, inclusive, and engaging work environment through these mechanisms and initiatives.","Infosys provides grievance redressal through resolution hubs under an open-door policy, with forums where employees can raise workplace concerns. These hubs follow natural justice, confidentiality, sensitivity, non-retaliation and fairness, using investigations, timely action, closure, and opportunities for parties to present facts and evidence.

Key mechanisms include HEAR, an independent employee grievance resolution forum for workplace grievances unresolved at the Unit HR or Manager level. HEAR provides multiple layers of redressal with an appeal mechanism, neutral panel reviews, decentralized presence across businesses, units, geographies and affiliates, and review of anonymous concerns with the Whistleblower Office.

Infosys also provides ASHI, its enterprise-wide Anti Sexual Harassment Initiative, to prevent, prohibit and redress workplace sexual harassment. ASHI is gender-neutral, employee-centric and globally consistent, with zero tolerance for harassment and non-retaliation for those raising concerns. It uses a Grievance Redressal Body, an Internal Complaints Committee framework, Internal Committees where required under POSH, multiple safe reporting channels, awareness and enablement, monitoring and analytics. Employees can report through the ASHI web application, the InfyMe app, or by writing to GRB.

Other mechanisms include a Whistleblower Policy for reporting genuine concerns, including anonymous reporting, and review of workplace policy or process deviations with Employee Relations. Infosys also supports employee well-being through a positive, equal opportunity, discrimination- and harassment-free workplace; hybrid work flexibility; recognition and rewards; diversity, equity and inclusion; the Behavior Matters campaign promoting respect and positive behavior; and safety and conduct training for third-party personnel on its campuses.",0.3377777777777778,0.9034948348999023
